TID;Starttime;Endtime;Activity;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x
1860;2024-03-07 17:44:34;2024-03-07 17:44:35;Validating;2024-03-07 17:44:34;272380458.64;1;0;8;0;1369;2024-03-05;0
1111;2024-03-07 17:44:35;2024-03-07 17:44:36;Matching;2024-03-05 10:43:31;272380458.64;8;1;1;1;1369;2024-03-05;0
1860;2024-03-07 17:44:35;2024-03-07 17:44:36;Matching;2024-03-07 17:44:34;272380458.64;1;0;8;0;1369;2024-03-05;0
1111;2024-03-07 17:44:36;2024-03-07 17:44:37;Positioning;2024-03-05 10:43:31;272380458.64;8;1;1;1;1369;2024-03-05;0
1860;2024-03-07 17:44:36;2024-03-07 17:44:37;Positioning;2024-03-07 17:44:34;272380458.64;1;0;8;0;1369;2024-03-05;0
1111;2024-03-07 17:44:37;2024-03-07 17:44:37;Settling;2024-03-05 10:43:31;272380458.64;8;1;1;1;1369;2024-03-05;0
1860;2024-03-07 17:44:37;2024-03-07 17:44:37;Settling;2024-03-07 17:44:34;272380458.64;1;0;8;0;1369;2024-03-05;0
1861;2024-03-07 17:45:06;2024-03-07 17:45:07;Validating;2024-03-07 17:45:06;117111702.11;1;2;4;2;1178;2024-03-07;0
1789;2024-03-07 17:45:07;2024-03-07 17:45:08;Matching;2024-03-07 13:50:52;117111702.11;4;0;1;0;1178;2024-03-07;0
1861;2024-03-07 17:45:07;2024-03-07 17:45:08;Matching;2024-03-07 17:45:06;117111702.11;1;2;4;2;1178;2024-03-07;0
1789;2024-03-07 17:45:08;2024-03-07 17:45:09;Positioning;2024-03-07 13:50:52;117111702.11;4;0;1;0;1178;2024-03-07;0
1861;2024-03-07 17:45:08;2024-03-07 17:45:09;Positioning;2024-03-07 17:45:06;117111702.11;1;2;4;2;1178;2024-03-07;0
1789;2024-03-07 17:45:09;2024-03-07 17:45:09;Settling;2024-03-07 13:50:52;117111702.11;4;0;1;0;1178;2024-03-07;0
1861;2024-03-07 17:45:09;2024-03-07 17:45:09;Settling;2024-03-07 17:45:06;117111702.11;1;2;4;2;1178;2024-03-07;0
1862;2024-03-07 17:45:40;2024-03-07 17:45:41;Validating;2024-03-07 17:45:40;157124103.44;1;0;2;0;1090;2024-03-06;0
1451;2024-03-07 17:45:41;2024-03-07 17:45:42;Matching;2024-03-06 11:16:26;157124103.44;2;5;1;5;1090;2024-03-06;0
1862;2024-03-07 17:45:41;2024-03-07 17:45:42;Matching;2024-03-07 17:45:40;157124103.44;1;0;2;0;1090;2024-03-06;0
1451;2024-03-07 17:45:42;2024-03-07 17:45:43;Positioning;2024-03-06 11:16:26;157124103.44;2;5;1;5;1090;2024-03-06;0
1862;2024-03-07 17:45:42;2024-03-07 17:45:43;Positioning;2024-03-07 17:45:40;157124103.44;1;0;2;0;1090;2024-03-06;0
1451;2024-03-07 17:45:43;2024-03-07 17:45:43;Settling;2024-03-06 11:16:26;157124103.44;2;5;1;5;1090;2024-03-06;0
1862;2024-03-07 17:45:43;2024-03-07 17:45:43;Settling;2024-03-07 17:45:40;157124103.44;1;0;2;0;1090;2024-03-06;0
1863;2024-03-07 17:46:11;2024-03-07 17:46:12;Validating;2024-03-07 17:46:11;70888553.24;7;0;3;0;1046;2024-03-06;0
1384;2024-03-07 17:46:12;2024-03-07 17:46:13;Matching;2024-03-06 07:07:39;70888553.24;3;7;7;7;1046;2024-03-06;0
1863;2024-03-07 17:46:12;2024-03-07 17:46:13;Matching;2024-03-07 17:46:11;70888553.24;7;0;3;0;1046;2024-03-06;0
1384;2024-03-07 17:46:13;2024-03-07 17:46:14;Positioning;2024-03-06 07:07:39;70888553.24;3;7;7;7;1046;2024-03-06;0
1863;2024-03-07 17:46:13;2024-03-07 17:46:14;Positioning;2024-03-07 17:46:11;70888553.24;7;0;3;0;1046;2024-03-06;0
1384;2024-03-07 17:46:14;2024-03-07 17:46:14;Settling;2024-03-06 07:07:39;70888553.24;3;7;7;7;1046;2024-03-06;0
1863;2024-03-07 17:46:14;2024-03-07 17:46:14;Settling;2024-03-07 17:46:11;70888553.24;7;0;3;0;1046;2024-03-06;0
1864;2024-03-07 17:46:55;2024-03-07 17:46:56;Validating;2024-03-07 17:46:55;111828070.85;7;0;2;0;515;2024-03-06;0
1527;2024-03-07 17:46:56;2024-03-07 17:46:57;Matching;2024-03-06 16:27:24;111828070.85;2;4;7;4;515;2024-03-06;0
1864;2024-03-07 17:46:56;2024-03-07 17:46:57;Matching;2024-03-07 17:46:55;111828070.85;7;0;2;0;515;2024-03-06;0
1527;2024-03-07 17:46:57;2024-03-07 17:46:58;Positioning;2024-03-06 16:27:24;111828070.85;2;4;7;4;515;2024-03-06;0
1864;2024-03-07 17:46:57;2024-03-07 17:46:58;Positioning;2024-03-07 17:46:55;111828070.85;7;0;2;0;515;2024-03-06;0
1527;2024-03-07 17:46:58;2024-03-07 17:46:58;Settling;2024-03-06 16:27:24;111828070.85;2;4;7;4;515;2024-03-06;0
1864;2024-03-07 17:46:58;2024-03-07 17:46:58;Settling;2024-03-07 17:46:55;111828070.85;7;0;2;0;515;2024-03-06;0
1865;2024-03-07 17:47:40;2024-03-07 17:47:41;Validating;2024-03-07 17:47:40;119802964.38;4;0;5;0;528;2024-03-07;0
1772;2024-03-07 17:47:41;2024-03-07 17:47:42;Matching;2024-03-07 13:06:35;119802964.38;5;4;4;4;528;2024-03-07;0
1865;2024-03-07 17:47:41;2024-03-07 17:47:42;Matching;2024-03-07 17:47:40;119802964.38;4;0;5;0;528;2024-03-07;0
1772;2024-03-07 17:47:42;2024-03-07 17:47:43;Positioning;2024-03-07 13:06:35;119802964.38;5;4;4;4;528;2024-03-07;0
1865;2024-03-07 17:47:42;2024-03-07 17:47:43;Positioning;2024-03-07 17:47:40;119802964.38;4;0;5;0;528;2024-03-07;0
1772;2024-03-07 17:47:43;2024-03-07 17:47:43;Settling;2024-03-07 13:06:35;119802964.38;5;4;4;4;528;2024-03-07;0
1865;2024-03-07 17:47:43;2024-03-07 17:47:43;Settling;2024-03-07 17:47:40;119802964.38;4;0;5;0;528;2024-03-07;0
1866;2024-03-07 17:50:14;2024-03-07 17:50:15;Validating;2024-03-07 17:50:14;66210416.0;2;2;8;2;1208;2024-03-07;0
1847;2024-03-07 17:50:15;2024-03-07 17:50:16;Matching;2024-03-07 17:12:43;66210416.0;8;0;2;0;1208;2024-03-07;0
1866;2024-03-07 17:50:15;2024-03-07 17:50:16;Matching;2024-03-07 17:50:14;66210416.0;2;2;8;2;1208;2024-03-07;0
1847;2024-03-07 17:50:16;2024-03-07 17:50:17;Positioning;2024-03-07 17:12:43;66210416.0;8;0;2;0;1208;2024-03-07;0
1866;2024-03-07 17:50:16;2024-03-07 17:50:17;Positioning;2024-03-07 17:50:14;66210416.0;2;2;8;2;1208;2024-03-07;0
1847;2024-03-07 17:50:17;2024-03-07 17:50:17;Settling;2024-03-07 17:12:43;66210416.0;8;0;2;0;1208;2024-03-07;0
1866;2024-03-07 17:50:17;2024-03-07 17:50:17;Settling;2024-03-07 17:50:14;66210416.0;2;2;8;2;1208;2024-03-07;0
1867;2024-03-07 17:52:41;2024-03-07 17:52:42;Validating;2024-03-07 17:52:41;203826290.91;2;6;5;6;118;2024-03-07;0
1867;2024-03-07 17:52:42;2024-03-07 17:52:42;Waiting in backlog unmatched;2024-03-07 17:52:41;203826290.91;2;6;5;6;118;2024-03-07;0
1868;2024-03-07 17:52:52;2024-03-07 17:52:53;Validating;2024-03-07 17:52:52;43918656.81;8;0;3;0;402;2024-03-07;0
1655;2024-03-07 17:52:53;2024-03-07 17:52:54;Matching;2024-03-07 05:21:54;43918656.81;3;3;8;3;402;2024-03-07;0
1868;2024-03-07 17:52:53;2024-03-07 17:52:54;Matching;2024-03-07 17:52:52;43918656.81;8;0;3;0;402;2024-03-07;0
1655;2024-03-07 17:52:54;2024-03-07 17:52:55;Positioning;2024-03-07 05:21:54;43918656.81;3;3;8;3;402;2024-03-07;0
1868;2024-03-07 17:52:54;2024-03-07 17:52:55;Positioning;2024-03-07 17:52:52;43918656.81;8;0;3;0;402;2024-03-07;0
1655;2024-03-07 17:52:55;2024-03-07 17:52:55;Settling;2024-03-07 05:21:54;43918656.81;3;3;8;3;402;2024-03-07;0
1868;2024-03-07 17:52:55;2024-03-07 17:52:55;Settling;2024-03-07 17:52:52;43918656.81;8;0;3;0;402;2024-03-07;0
1869;2024-03-07 17:53:20;2024-03-07 17:53:21;Validating;2024-03-07 17:53:20;18896224.23;8;0;1;0;1468;2024-03-06;0
1320;2024-03-07 17:53:21;2024-03-07 17:53:22;Matching;2024-03-06 03:47:39;18896224.23;1;4;8;4;1468;2024-03-06;0
1869;2024-03-07 17:53:21;2024-03-07 17:53:22;Matching;2024-03-07 17:53:20;18896224.23;8;0;1;0;1468;2024-03-06;0
1320;2024-03-07 17:53:22;2024-03-07 17:53:23;Positioning;2024-03-06 03:47:39;18896224.23;1;4;8;4;1468;2024-03-06;0
1869;2024-03-07 17:53:22;2024-03-07 17:53:23;Positioning;2024-03-07 17:53:20;18896224.23;8;0;1;0;1468;2024-03-06;0
1320;2024-03-07 17:53:23;2024-03-07 17:53:23;Settling;2024-03-06 03:47:39;18896224.23;1;4;8;4;1468;2024-03-06;0
1869;2024-03-07 17:53:23;2024-03-07 17:53:23;Settling;2024-03-07 17:53:20;18896224.23;8;0;1;0;1468;2024-03-06;0
1870;2024-03-07 17:53:37;2024-03-07 17:53:38;Validating;2024-03-07 17:53:37;103022771.57;7;8;3;8;231;2024-03-07;0
1661;2024-03-07 17:53:38;2024-03-07 17:53:39;Matching;2024-03-07 05:48:42;103022771.57;3;0;7;0;231;2024-03-07;0
1870;2024-03-07 17:53:38;2024-03-07 17:53:39;Matching;2024-03-07 17:53:37;103022771.57;7;8;3;8;231;2024-03-07;0
1661;2024-03-07 17:53:39;2024-03-07 17:53:40;Positioning;2024-03-07 05:48:42;103022771.57;3;0;7;0;231;2024-03-07;0
1870;2024-03-07 17:53:39;2024-03-07 17:53:40;Positioning;2024-03-07 17:53:37;103022771.57;7;8;3;8;231;2024-03-07;0
1661;2024-03-07 17:53:40;2024-03-07 17:53:40;Settling;2024-03-07 05:48:42;103022771.57;3;0;7;0;231;2024-03-07;0
1870;2024-03-07 17:53:40;2024-03-07 17:53:40;Settling;2024-03-07 17:53:37;103022771.57;7;8;3;8;231;2024-03-07;0
1871;2024-03-07 18:01:17;2024-03-07 18:01:18;Validating;2024-03-07 18:01:17;192939803.7;8;3;2;3;1321;2024-03-07;0
1871;2024-03-07 18:01:18;2024-03-07 18:01:18;Waiting in backlog unmatched;2024-03-07 18:01:17;192939803.7;8;3;2;3;1321;2024-03-07;0
1872;2024-03-07 18:03:54;2024-03-07 18:03:55;Validating;2024-03-07 18:03:54;171830058.47;1;0;4;0;889;2024-03-07;0
1636;2024-03-07 18:03:55;2024-03-07 18:03:56;Matching;2024-03-07 04:27:23;171830058.47;4;7;1;7;889;2024-03-07;0
1872;2024-03-07 18:03:55;2024-03-07 18:03:56;Matching;2024-03-07 18:03:54;171830058.47;1;0;4;0;889;2024-03-07;0
1636;2024-03-07 18:03:56;2024-03-07 18:03:57;Positioning;2024-03-07 04:27:23;171830058.47;4;7;1;7;889;2024-03-07;0
1872;2024-03-07 18:03:56;2024-03-07 18:03:57;Positioning;2024-03-07 18:03:54;171830058.47;1;0;4;0;889;2024-03-07;0
1636;2024-03-07 18:03:57;2024-03-07 18:03:57;Settling;2024-03-07 04:27:23;171830058.47;4;7;1;7;889;2024-03-07;0
1872;2024-03-07 18:03:57;2024-03-07 18:03:57;Settling;2024-03-07 18:03:54;171830058.47;1;0;4;0;889;2024-03-07;0
1873;2024-03-07 18:05:21;2024-03-07 18:05:22;Validating;2024-03-07 18:05:21;71231833.87;6;0;4;0;782;2024-03-07;0
1793;2024-03-07 18:05:22;2024-03-07 18:05:23;Matching;2024-03-07 14:06:40;71231833.87;4;8;6;8;782;2024-03-07;0
1873;2024-03-07 18:05:22;2024-03-07 18:05:23;Matching;2024-03-07 18:05:21;71231833.87;6;0;4;0;782;2024-03-07;0
1793;2024-03-07 18:05:23;2024-03-07 18:05:24;Positioning;2024-03-07 14:06:40;71231833.87;4;8;6;8;782;2024-03-07;0
1873;2024-03-07 18:05:23;2024-03-07 18:05:24;Positioning;2024-03-07 18:05:21;71231833.87;6;0;4;0;782;2024-03-07;0
1793;2024-03-07 18:05:24;2024-03-07 18:05:24;Settling;2024-03-07 14:06:40;71231833.87;4;8;6;8;782;2024-03-07;0
1873;2024-03-07 18:05:24;2024-03-07 18:05:24;Settling;2024-03-07 18:05:21;71231833.87;6;0;4;0;782;2024-03-07;0
1874;2024-03-07 18:05:57;2024-03-07 18:05:58;Validating;2024-03-07 18:05:57;76926672.53;6;4;7;4;634;2024-03-07;0
1845;2024-03-07 18:05:58;2024-03-07 18:05:59;Matching;2024-03-07 17:09:20;76926672.53;7;0;6;0;634;2024-03-07;0
1874;2024-03-07 18:05:58;2024-03-07 18:05:59;Matching;2024-03-07 18:05:57;76926672.53;6;4;7;4;634;2024-03-07;0
1845;2024-03-07 18:05:59;2024-03-07 18:06:00;Positioning;2024-03-07 17:09:20;76926672.53;7;0;6;0;634;2024-03-07;0
1874;2024-03-07 18:05:59;2024-03-07 18:06:00;Positioning;2024-03-07 18:05:57;76926672.53;6;4;7;4;634;2024-03-07;0
1845;2024-03-07 18:06:00;2024-03-07 18:06:00;Settling;2024-03-07 17:09:20;76926672.53;7;0;6;0;634;2024-03-07;0
1874;2024-03-07 18:06:00;2024-03-07 18:06:00;Settling;2024-03-07 18:05:57;76926672.53;6;4;7;4;634;2024-03-07;0
1875;2024-03-07 18:11:38;2024-03-07 18:11:39;Validating;2024-03-07 18:11:38;183823197.23;2;0;1;0;1054;2024-03-07;0
1712;2024-03-07 18:11:39;2024-03-07 18:11:40;Matching;2024-03-07 09:05:13;183823197.23;1;6;2;6;1054;2024-03-07;0
1875;2024-03-07 18:11:39;2024-03-07 18:11:40;Matching;2024-03-07 18:11:38;183823197.23;2;0;1;0;1054;2024-03-07;0
1712;2024-03-07 18:11:40;2024-03-07 18:11:41;Positioning;2024-03-07 09:05:13;183823197.23;1;6;2;6;1054;2024-03-07;0
1875;2024-03-07 18:11:40;2024-03-07 18:11:41;Positioning;2024-03-07 18:11:38;183823197.23;2;0;1;0;1054;2024-03-07;0
1712;2024-03-07 18:11:41;2024-03-07 18:11:41;Settling;2024-03-07 09:05:13;183823197.23;1;6;2;6;1054;2024-03-07;0
1875;2024-03-07 18:11:41;2024-03-07 18:11:41;Settling;2024-03-07 18:11:38;183823197.23;2;0;1;0;1054;2024-03-07;0
1876;2024-03-07 18:12:11;2024-03-07 18:12:12;Validating;2024-03-07 18:12:11;131344566.8;2;0;4;0;499;2024-03-07;0
1762;2024-03-07 18:12:12;2024-03-07 18:12:13;Matching;2024-03-07 12:18:44;131344566.8;4;1;2;1;499;2024-03-07;0
1876;2024-03-07 18:12:12;2024-03-07 18:12:13;Matching;2024-03-07 18:12:11;131344566.8;2;0;4;0;499;2024-03-07;0
1762;2024-03-07 18:12:13;2024-03-07 18:12:14;Positioning;2024-03-07 12:18:44;131344566.8;4;1;2;1;499;2024-03-07;0
1876;2024-03-07 18:12:13;2024-03-07 18:12:14;Positioning;2024-03-07 18:12:11;131344566.8;2;0;4;0;499;2024-03-07;0
1762;2024-03-07 18:12:14;2024-03-07 18:12:14;Settling;2024-03-07 12:18:44;131344566.8;4;1;2;1;499;2024-03-07;0
1876;2024-03-07 18:12:14;2024-03-07 18:12:14;Settling;2024-03-07 18:12:11;131344566.8;2;0;4;0;499;2024-03-07;0
1877;2024-03-07 18:16:54;2024-03-07 18:16:55;Validating;2024-03-07 18:16:54;144685487.29;4;0;6;0;826;2024-03-07;0
1775;2024-03-07 18:16:55;2024-03-07 18:16:56;Matching;2024-03-07 13:16:37;144685487.29;6;2;4;2;826;2024-03-07;0
1877;2024-03-07 18:16:55;2024-03-07 18:16:56;Matching;2024-03-07 18:16:54;144685487.29;4;0;6;0;826;2024-03-07;0
1775;2024-03-07 18:16:56;2024-03-07 18:16:57;Positioning;2024-03-07 13:16:37;144685487.29;6;2;4;2;826;2024-03-07;0
1877;2024-03-07 18:16:56;2024-03-07 18:16:57;Positioning;2024-03-07 18:16:54;144685487.29;4;0;6;0;826;2024-03-07;0
1775;2024-03-07 18:16:57;2024-03-07 18:16:57;Settling;2024-03-07 13:16:37;144685487.29;6;2;4;2;826;2024-03-07;0
1877;2024-03-07 18:16:57;2024-03-07 18:16:57;Settling;2024-03-07 18:16:54;144685487.29;4;0;6;0;826;2024-03-07;0
1878;2024-03-07 18:19:34;2024-03-07 18:19:35;Validating;2024-03-07 18:19:34;147492137.81;7;7;2;7;26;2024-03-07;0
1878;2024-03-07 18:19:35;2024-03-07 18:19:35;Waiting in backlog unmatched;2024-03-07 18:19:34;147492137.81;7;7;2;7;26;2024-03-07;0
1879;2024-03-07 18:25:56;2024-03-07 18:25:57;Validating;2024-03-07 18:25:56;99893734.65;2;0;4;0;191;2024-03-07;0
1726;2024-03-07 18:25:57;2024-03-07 18:25:58;Matching;2024-03-07 10:01:23;99893734.65;4;3;2;3;191;2024-03-07;0
1879;2024-03-07 18:25:57;2024-03-07 18:25:58;Matching;2024-03-07 18:25:56;99893734.65;2;0;4;0;191;2024-03-07;0
1726;2024-03-07 18:25:58;2024-03-07 18:25:59;Positioning;2024-03-07 10:01:23;99893734.65;4;3;2;3;191;2024-03-07;0
1879;2024-03-07 18:25:58;2024-03-07 18:25:59;Positioning;2024-03-07 18:25:56;99893734.65;2;0;4;0;191;2024-03-07;0
1726;2024-03-07 18:25:59;2024-03-07 18:25:59;Settling;2024-03-07 10:01:23;99893734.65;4;3;2;3;191;2024-03-07;0
1879;2024-03-07 18:25:59;2024-03-07 18:25:59;Settling;2024-03-07 18:25:56;99893734.65;2;0;4;0;191;2024-03-07;0
1880;2024-03-07 18:27:42;2024-03-07 18:27:43;Validating;2024-03-07 18:27:42;115848662.45;2;8;1;8;847;2024-03-07;0
1880;2024-03-07 18:27:43;2024-03-07 18:27:43;Waiting in backlog unmatched;2024-03-07 18:27:42;115848662.45;2;8;1;8;847;2024-03-07;0
1881;2024-03-07 18:35:00;2024-03-07 18:35:01;Validating;2024-03-07 18:35:00;144141739.76;7;0;8;0;898;2024-03-07;0
1724;2024-03-07 18:35:01;2024-03-07 18:35:02;Matching;2024-03-07 09:56:10;144141739.76;8;5;7;5;898;2024-03-07;0
1881;2024-03-07 18:35:01;2024-03-07 18:35:02;Matching;2024-03-07 18:35:00;144141739.76;7;0;8;0;898;2024-03-07;0
1724;2024-03-07 18:35:02;2024-03-07 18:35:03;Positioning;2024-03-07 09:56:10;144141739.76;8;5;7;5;898;2024-03-07;0
1881;2024-03-07 18:35:02;2024-03-07 18:35:03;Positioning;2024-03-07 18:35:00;144141739.76;7;0;8;0;898;2024-03-07;0
1724;2024-03-07 18:35:03;2024-03-07 18:35:03;Settling;2024-03-07 09:56:10;144141739.76;8;5;7;5;898;2024-03-07;0
1881;2024-03-07 18:35:03;2024-03-07 18:35:03;Settling;2024-03-07 18:35:00;144141739.76;7;0;8;0;898;2024-03-07;0
1882;2024-03-07 18:43:56;2024-03-07 18:43:57;Validating;2024-03-07 18:43:56;209863072.47;3;0;6;0;615;2024-03-07;0
1604;2024-03-07 18:43:57;2024-03-07 18:43:58;Matching;2024-03-07 02:15:11;209863072.47;6;1;3;1;615;2024-03-07;0
1882;2024-03-07 18:43:57;2024-03-07 18:43:58;Matching;2024-03-07 18:43:56;209863072.47;3;0;6;0;615;2024-03-07;0
1604;2024-03-07 18:43:58;2024-03-07 18:43:59;Positioning;2024-03-07 02:15:11;209863072.47;6;1;3;1;615;2024-03-07;0
1882;2024-03-07 18:43:58;2024-03-07 18:43:59;Positioning;2024-03-07 18:43:56;209863072.47;3;0;6;0;615;2024-03-07;0
1604;2024-03-07 18:43:59;2024-03-07 18:43:59;Settling;2024-03-07 02:15:11;209863072.47;6;1;3;1;615;2024-03-07;0
1882;2024-03-07 18:43:59;2024-03-07 18:43:59;Settling;2024-03-07 18:43:56;209863072.47;3;0;6;0;615;2024-03-07;0
1883;2024-03-07 18:45:44;2024-03-07 18:45:45;Validating;2024-03-07 18:45:44;244403702.04;4;5;1;5;467;2024-03-07;0
1883;2024-03-07 18:45:45;2024-03-07 18:45:45;Waiting in backlog unmatched;2024-03-07 18:45:44;244403702.04;4;5;1;5;467;2024-03-07;0
1884;2024-03-07 18:46:29;2024-03-07 18:46:30;Validating;2024-03-07 18:46:29;115848662.45;1;0;2;0;847;2024-03-07;0
1880;2024-03-07 18:46:30;2024-03-07 18:46:31;Matching;2024-03-07 18:27:42;115848662.45;2;8;1;8;847;2024-03-07;0
1884;2024-03-07 18:46:30;2024-03-07 18:46:31;Matching;2024-03-07 18:46:29;115848662.45;1;0;2;0;847;2024-03-07;0
1880;2024-03-07 18:46:31;2024-03-07 18:46:32;Positioning;2024-03-07 18:27:42;115848662.45;2;8;1;8;847;2024-03-07;0
1884;2024-03-07 18:46:31;2024-03-07 18:46:32;Positioning;2024-03-07 18:46:29;115848662.45;1;0;2;0;847;2024-03-07;0
1880;2024-03-07 18:46:32;2024-03-07 18:46:32;Settling;2024-03-07 18:27:42;115848662.45;2;8;1;8;847;2024-03-07;0
1884;2024-03-07 18:46:32;2024-03-07 18:46:32;Settling;2024-03-07 18:46:29;115848662.45;1;0;2;0;847;2024-03-07;0
1885;2024-03-07 18:51:13;2024-03-07 18:51:14;Validating;2024-03-07 18:51:13;173938013.43;2;0;3;0;841;2024-03-07;0
1613;2024-03-07 18:51:14;2024-03-07 18:51:15;Matching;2024-03-07 02:47:40;173938013.43;3;1;2;1;841;2024-03-07;0
1885;2024-03-07 18:51:14;2024-03-07 18:51:15;Matching;2024-03-07 18:51:13;173938013.43;2;0;3;0;841;2024-03-07;0
1613;2024-03-07 18:51:15;2024-03-07 18:51:16;Positioning;2024-03-07 02:47:40;173938013.43;3;1;2;1;841;2024-03-07;0
1885;2024-03-07 18:51:15;2024-03-07 18:51:16;Positioning;2024-03-07 18:51:13;173938013.43;2;0;3;0;841;2024-03-07;0
1613;2024-03-07 18:51:16;2024-03-07 18:51:16;Settling;2024-03-07 02:47:40;173938013.43;3;1;2;1;841;2024-03-07;0
1885;2024-03-07 18:51:16;2024-03-07 18:51:16;Settling;2024-03-07 18:51:13;173938013.43;2;0;3;0;841;2024-03-07;0
1886;2024-03-07 18:54:24;2024-03-07 18:54:25;Validating;2024-03-07 18:54:24;121788371.57;7;0;2;0;602;2024-03-05;0
1185;2024-03-07 18:54:25;2024-03-07 18:54:26;Matching;2024-03-05 14:57:52;121788371.57;2;5;7;5;602;2024-03-05;0
1886;2024-03-07 18:54:25;2024-03-07 18:54:26;Matching;2024-03-07 18:54:24;121788371.57;7;0;2;0;602;2024-03-05;0
1185;2024-03-07 18:54:26;2024-03-07 18:54:27;Positioning;2024-03-05 14:57:52;121788371.57;2;5;7;5;602;2024-03-05;0
1886;2024-03-07 18:54:26;2024-03-07 18:54:27;Positioning;2024-03-07 18:54:24;121788371.57;7;0;2;0;602;2024-03-05;0
1185;2024-03-07 18:54:27;2024-03-07 18:54:27;Settling;2024-03-05 14:57:52;121788371.57;2;5;7;5;602;2024-03-05;0
1886;2024-03-07 18:54:27;2024-03-07 18:54:27;Settling;2024-03-07 18:54:24;121788371.57;7;0;2;0;602;2024-03-05;0
1887;2024-03-07 18:57:35;2024-03-07 18:57:36;Validating;2024-03-07 18:57:35;27960154.4;8;0;6;0;134;2024-03-07;0
1736;2024-03-07 18:57:36;2024-03-07 18:57:37;Matching;2024-03-07 10:33:28;27960154.4;6;6;8;6;134;2024-03-07;0
1887;2024-03-07 18:57:36;2024-03-07 18:57:37;Matching;2024-03-07 18:57:35;27960154.4;8;0;6;0;134;2024-03-07;0
1736;2024-03-07 18:57:37;2024-03-07 18:57:38;Positioning;2024-03-07 10:33:28;27960154.4;6;6;8;6;134;2024-03-07;0
1887;2024-03-07 18:57:37;2024-03-07 18:57:38;Positioning;2024-03-07 18:57:35;27960154.4;8;0;6;0;134;2024-03-07;0
1736;2024-03-07 18:57:38;2024-03-07 18:57:38;Settling;2024-03-07 10:33:28;27960154.4;6;6;8;6;134;2024-03-07;0
1887;2024-03-07 18:57:38;2024-03-07 18:57:38;Settling;2024-03-07 18:57:35;27960154.4;8;0;6;0;134;2024-03-07;0
1888;2024-03-07 19:02:23;2024-03-07 19:02:24;Validating;2024-03-07 19:02:23;41035729.21;7;0;1;0;787;2024-03-07;0
1692;2024-03-07 19:02:24;2024-03-07 19:02:25;Matching;2024-03-07 07:33:13;41035729.21;1;2;7;2;787;2024-03-07;0
1888;2024-03-07 19:02:24;2024-03-07 19:02:25;Matching;2024-03-07 19:02:23;41035729.21;7;0;1;0;787;2024-03-07;0
1692;2024-03-07 19:02:25;2024-03-07 19:02:26;Positioning;2024-03-07 07:33:13;41035729.21;1;2;7;2;787;2024-03-07;0
1888;2024-03-07 19:02:25;2024-03-07 19:02:26;Positioning;2024-03-07 19:02:23;41035729.21;7;0;1;0;787;2024-03-07;0
1692;2024-03-07 19:02:26;2024-03-07 19:02:26;Settling;2024-03-07 07:33:13;41035729.21;1;2;7;2;787;2024-03-07;0
1888;2024-03-07 19:02:26;2024-03-07 19:02:26;Settling;2024-03-07 19:02:23;41035729.21;7;0;1;0;787;2024-03-07;0
1722;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-07 09:40:31;106898034.79;6;4;5;4;1202;2024-03-07;0
1758;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-07 12:03:07;106898034.79;5;0;6;0;1202;2024-03-07;0
765;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-04 12:02:07;145280331.04;6;0;7;0;819;2024-03-04;0
818;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-04 15:02:45;145280331.04;7;1;6;1;819;2024-03-04;0
1391;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-06 07:25:50;121222557.96;6;0;7;0;1421;2024-03-06;0
1406;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-06 08:14:42;121222557.96;7;1;6;1;1421;2024-03-06;0
1686;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-07 07:09:19;264539811.9;5;0;6;0;834;2024-03-07;0
1850;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-07 17:15:27;264539811.9;6;8;5;8;834;2024-03-07;0
1647;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-07 05:11:14;275150760.44;5;0;2;0;212;2024-03-07;0
1830;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-07 16:15:59;275150760.44;2;7;5;7;212;2024-03-07;0
242;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-02 20:37:04;114051512.87;5;0;7;0;620;2024-03-02;0
243;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-02 20:55:36;114051512.87;7;1;5;1;620;2024-03-02;0
366;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-03 06:34:10;259383653.87;1;0;7;0;866;2024-03-03;0
455;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-03 12:22:25;259383653.87;7;1;1;1;866;2024-03-03;0
146;2024-03-07 19:20:00;2024-03-07 19:20:01;Positioning;2024-03-02 12:52:04;228776272.46;7;1;3;1;1268;2024-03-02;0
