TID,Starttime,Endtime,Activity,Time,Value,FromParticipantId,FromAccountId,ToParticipantId,ToAccountId,Linkcode,Part ID,Account ID,Balance,Credit limit
2308,2024-01-01 18:49:43,2024-01-01 18:49:45,Matching,2024-01-01 18:49:41,49085258.42,7,3,5,3,1135,7,3,2581695486.0,0.0
1707,2024-01-01 18:49:43,2024-01-01 18:49:45,Checking balance and credit,2024-01-01 14:26:07,147744734.69,4,4,5,4,861,4,4,4112082139.0,0.0
1998,2024-01-01 18:49:43,2024-01-01 18:49:45,Checking balance and credit,2024-01-01 16:49:41,147744734.69,5,0,4,0,861,5,0,1697498461.28,1555016912.88
1707,2024-01-01 18:49:45,2024-01-01 18:49:45,Waiting in queue unsettled,2024-01-01 14:26:07,147744734.69,4,4,5,4,861,4,4,4112082139.0,0.0
1998,2024-01-01 18:49:45,2024-01-01 18:49:45,Waiting in queue unsettled,2024-01-01 16:49:41,147744734.69,5,0,4,0,861,5,0,1697498461.28,1555016912.88
135,2024-01-01 18:49:45,2024-01-01 18:49:47,Checking balance and credit,2024-01-01 02:04:39,49085258.42,5,0,7,0,1135,5,0,1697498461.28,1555016912.88
2308,2024-01-01 18:49:45,2024-01-01 18:49:47,Checking balance and credit,2024-01-01 18:49:41,49085258.42,7,3,5,3,1135,7,3,2581695486.0,0.0
135,2024-01-01 18:49:47,2024-01-01 18:49:47,Waiting in queue unsettled,2024-01-01 02:04:39,49085258.42,5,0,7,0,1135,5,0,1697498461.28,1555016912.88
2308,2024-01-01 18:49:47,2024-01-01 18:49:47,Waiting in queue unsettled,2024-01-01 18:49:41,49085258.42,7,3,5,3,1135,7,3,2581695486.0,0.0
2309,2024-01-01 18:50:06,2024-01-01 18:50:08,Validating,2024-01-01 18:50:06,87002208.26,7,0,8,0,463,7,0,908925801.56,880714929.78
1244,2024-01-01 18:50:08,2024-01-01 18:50:10,Matching,2024-01-01 10:15:32,87002208.26,8,3,7,3,463,8,3,3115152002.0,0.0
2309,2024-01-01 18:50:08,2024-01-01 18:50:10,Matching,2024-01-01 18:50:06,87002208.26,7,0,8,0,463,7,0,908925801.56,880714929.78
1244,2024-01-01 18:50:10,2024-01-01 18:50:12,Checking balance and credit,2024-01-01 10:15:32,87002208.26,8,3,7,3,463,8,3,3115152002.0,0.0
2309,2024-01-01 18:50:10,2024-01-01 18:50:12,Checking balance and credit,2024-01-01 18:50:06,87002208.26,7,0,8,0,463,7,0,908925801.56,880714929.78
1244,2024-01-01 18:50:12,2024-01-01 18:50:14,Settling,2024-01-01 10:15:32,87002208.26,8,3,7,3,463,8,3,3115152002.0,0.0
2309,2024-01-01 18:50:12,2024-01-01 18:50:14,Settling,2024-01-01 18:50:06,87002208.26,7,0,8,0,463,7,0,908925801.56,880714929.78
1142,2024-01-01 18:50:14,2024-01-01 18:50:16,Checking balance and credit,2024-01-01 09:26:17,166364214.1,7,3,5,3,673,7,3,2581695486.0,0.0
1858,2024-01-01 18:50:14,2024-01-01 18:50:16,Checking balance and credit,2024-01-01 15:40:46,166364214.1,5,0,7,0,673,5,0,1697498461.28,1555016912.88
135,2024-01-01 18:50:14,2024-01-01 18:50:16,Checking balance and credit,2024-01-01 02:04:39,49085258.42,5,0,7,0,1135,5,0,1697498461.28,1555016912.88
2308,2024-01-01 18:50:14,2024-01-01 18:50:16,Checking balance and credit,2024-01-01 18:49:41,49085258.42,7,3,5,3,1135,7,3,2581695486.0,0.0
1069,2024-01-01 18:50:14,2024-01-01 18:50:16,Checking balance and credit,2024-01-01 08:54:35,110550405.26,8,0,7,0,859,8,0,1171046846.05,662326857.64
1492,2024-01-01 18:50:14,2024-01-01 18:50:16,Checking balance and credit,2024-01-01 12:35:55,110550405.26,7,2,8,2,859,7,2,506751021.0,0.0
1746,2024-01-01 18:50:14,2024-01-01 18:50:16,Checking balance and credit,2024-01-01 14:42:24,72078658.19,7,2,8,2,375,7,2,506751021.0,0.0
2237,2024-01-01 18:50:14,2024-01-01 18:50:16,Checking balance and credit,2024-01-01 18:23:06,72078658.19,8,0,7,0,375,8,0,1171046846.05,662326857.64
1142,2024-01-01 18:50:16,2024-01-01 18:50:16,Waiting in queue unsettled,2024-01-01 09:26:17,166364214.1,7,3,5,3,673,7,3,2581695486.0,0.0
1858,2024-01-01 18:50:16,2024-01-01 18:50:16,Waiting in queue unsettled,2024-01-01 15:40:46,166364214.1,5,0,7,0,673,5,0,1697498461.28,1555016912.88
135,2024-01-01 18:50:16,2024-01-01 18:50:16,Waiting in queue unsettled,2024-01-01 02:04:39,49085258.42,5,0,7,0,1135,5,0,1697498461.28,1555016912.88
2308,2024-01-01 18:50:16,2024-01-01 18:50:16,Waiting in queue unsettled,2024-01-01 18:49:41,49085258.42,7,3,5,3,1135,7,3,2581695486.0,0.0
1069,2024-01-01 18:50:16,2024-01-01 18:50:16,Waiting in queue unsettled,2024-01-01 08:54:35,110550405.26,8,0,7,0,859,8,0,1171046846.05,662326857.64
1492,2024-01-01 18:50:16,2024-01-01 18:50:16,Waiting in queue unsettled,2024-01-01 12:35:55,110550405.26,7,2,8,2,859,7,2,506751021.0,0.0
1746,2024-01-01 18:50:16,2024-01-01 18:50:16,Waiting in queue unsettled,2024-01-01 14:42:24,72078658.19,7,2,8,2,375,7,2,506751021.0,0.0
2237,2024-01-01 18:50:16,2024-01-01 18:50:16,Waiting in queue unsettled,2024-01-01 18:23:06,72078658.19,8,0,7,0,375,8,0,1171046846.05,662326857.64
2310,2024-01-01 18:51:24,2024-01-01 18:51:26,Validating,2024-01-01 18:51:24,92974804.57,6,0,5,0,175,6,0,1159834611.39,1079250390.17
818,2024-01-01 18:51:26,2024-01-01 18:51:28,Matching,2024-01-01 06:50:03,92974804.57,5,4,6,4,175,5,4,3505929897.0,0.0
2310,2024-01-01 18:51:26,2024-01-01 18:51:28,Matching,2024-01-01 18:51:24,92974804.57,6,0,5,0,175,6,0,1159834611.39,1079250390.17
818,2024-01-01 18:51:28,2024-01-01 18:51:30,Checking balance and credit,2024-01-01 06:50:03,92974804.57,5,4,6,4,175,5,4,3505929897.0,0.0
2310,2024-01-01 18:51:28,2024-01-01 18:51:30,Checking balance and credit,2024-01-01 18:51:24,92974804.57,6,0,5,0,175,6,0,1159834611.39,1079250390.17
818,2024-01-01 18:51:30,2024-01-01 18:51:32,Settling,2024-01-01 06:50:03,92974804.57,5,4,6,4,175,5,4,3505929897.0,0.0
2310,2024-01-01 18:51:30,2024-01-01 18:51:32,Settling,2024-01-01 18:51:24,92974804.57,6,0,5,0,175,6,0,1159834611.39,1079250390.17
868,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 07:21:06,144130391.52,5,0,7,0,901,5,0,1697498461.28,1555016912.88
1217,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 10:03:45,144130391.52,7,2,5,2,901,7,2,506751021.0,0.0
366,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 03:15:55,99902790.11,7,2,5,2,771,7,2,506751021.0,0.0
1476,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 12:29:09,99902790.11,5,0,7,0,771,5,0,1697498461.28,1555016912.88
1472,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 12:26:35,142328108.27,5,0,7,0,377,5,0,1697498461.28,1555016912.88
1597,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 13:26:57,142328108.27,7,2,5,2,377,7,2,506751021.0,0.0
1189,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 09:49:52,103964265.14,7,2,5,2,279,7,2,506751021.0,0.0
2064,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 17:25:48,103964265.14,5,0,7,0,279,5,0,1697498461.28,1555016912.88
1637,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 13:48:17,65478734.62,7,2,5,2,1016,7,2,506751021.0,0.0
2144,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 17:53:41,65478734.62,5,0,7,0,1016,5,0,1697498461.28,1555016912.88
1276,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 10:36:00,160098277.54,5,0,1,0,573,5,0,1697498461.28,1555016912.88
1787,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 15:07:48,160098277.54,1,2,5,2,573,1,2,2512371753.0,0.0
595,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 04:56:24,156831100.17,5,0,2,0,975,5,0,1697498461.28,1555016912.88
2275,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 18:37:42,156831100.17,2,4,5,4,975,2,4,3306696375.0,0.0
1141,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 09:26:13,167436024.43,3,4,5,4,548,3,4,6731623304.0,0.0
1929,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 16:13:45,167436024.43,5,0,3,0,548,5,0,1697498461.28,1555016912.88
2085,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 17:32:45,141052040.06,3,4,5,4,540,3,4,6731623304.0,0.0
2221,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 18:18:37,141052040.06,5,0,3,0,540,5,0,1697498461.28,1555016912.88
1623,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 13:43:03,164463798.61,3,4,5,4,243,3,4,6731623304.0,0.0
2285,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 18:41:37,164463798.61,5,0,3,0,243,5,0,1697498461.28,1555016912.88
1928,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 16:13:30,157006692.92,5,0,4,0,1246,5,0,1697498461.28,1555016912.88
2289,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 18:43:25,157006692.92,4,1,5,1,1246,4,1,6638220655.0,0.0
665,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 05:30:34,60055932.37,5,0,3,0,615,5,0,1697498461.28,1555016912.88
2295,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 18:44:38,60055932.37,3,3,5,3,615,3,3,398794616.0,0.0
1064,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 08:54:05,146841348.48,4,3,5,3,224,4,3,1280555961.0,0.0
2301,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 18:47:42,146841348.48,5,0,4,0,224,5,0,1697498461.28,1555016912.88
1707,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 14:26:07,147744734.69,4,4,5,4,861,4,4,4112082139.0,0.0
1998,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 16:49:41,147744734.69,5,0,4,0,861,5,0,1697498461.28,1555016912.88
1142,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 09:26:17,166364214.1,7,3,5,3,673,7,3,2581695486.0,0.0
1858,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 15:40:46,166364214.1,5,0,7,0,673,5,0,1697498461.28,1555016912.88
135,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 02:04:39,49085258.42,5,0,7,0,1135,5,0,1697498461.28,1555016912.88
2308,2024-01-01 18:51:32,2024-01-01 18:51:34,Checking balance and credit,2024-01-01 18:49:41,49085258.42,7,3,5,3,1135,7,3,2581695486.0,0.0
868,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 07:21:06,144130391.52,5,0,7,0,901,5,0,1697498461.28,1555016912.88
1217,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 10:03:45,144130391.52,7,2,5,2,901,7,2,506751021.0,0.0
366,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 03:15:55,99902790.11,7,2,5,2,771,7,2,506751021.0,0.0
1476,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 12:29:09,99902790.11,5,0,7,0,771,5,0,1697498461.28,1555016912.88
1472,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 12:26:35,142328108.27,5,0,7,0,377,5,0,1697498461.28,1555016912.88
1597,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 13:26:57,142328108.27,7,2,5,2,377,7,2,506751021.0,0.0
1189,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 09:49:52,103964265.14,7,2,5,2,279,7,2,506751021.0,0.0
2064,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 17:25:48,103964265.14,5,0,7,0,279,5,0,1697498461.28,1555016912.88
1637,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 13:48:17,65478734.62,7,2,5,2,1016,7,2,506751021.0,0.0
2144,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 17:53:41,65478734.62,5,0,7,0,1016,5,0,1697498461.28,1555016912.88
1276,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 10:36:00,160098277.54,5,0,1,0,573,5,0,1697498461.28,1555016912.88
1787,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 15:07:48,160098277.54,1,2,5,2,573,1,2,2512371753.0,0.0
595,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 04:56:24,156831100.17,5,0,2,0,975,5,0,1697498461.28,1555016912.88
2275,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 18:37:42,156831100.17,2,4,5,4,975,2,4,3306696375.0,0.0
1141,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 09:26:13,167436024.43,3,4,5,4,548,3,4,6731623304.0,0.0
1929,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 16:13:45,167436024.43,5,0,3,0,548,5,0,1697498461.28,1555016912.88
2085,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 17:32:45,141052040.06,3,4,5,4,540,3,4,6731623304.0,0.0
2221,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 18:18:37,141052040.06,5,0,3,0,540,5,0,1697498461.28,1555016912.88
1623,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 13:43:03,164463798.61,3,4,5,4,243,3,4,6731623304.0,0.0
2285,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 18:41:37,164463798.61,5,0,3,0,243,5,0,1697498461.28,1555016912.88
1928,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 16:13:30,157006692.92,5,0,4,0,1246,5,0,1697498461.28,1555016912.88
2289,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 18:43:25,157006692.92,4,1,5,1,1246,4,1,6638220655.0,0.0
665,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 05:30:34,60055932.37,5,0,3,0,615,5,0,1697498461.28,1555016912.88
2295,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 18:44:38,60055932.37,3,3,5,3,615,3,3,398794616.0,0.0
1064,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 08:54:05,146841348.48,4,3,5,3,224,4,3,1280555961.0,0.0
2301,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 18:47:42,146841348.48,5,0,4,0,224,5,0,1697498461.28,1555016912.88
1707,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 14:26:07,147744734.69,4,4,5,4,861,4,4,4112082139.0,0.0
1998,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 16:49:41,147744734.69,5,0,4,0,861,5,0,1697498461.28,1555016912.88
1142,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 09:26:17,166364214.1,7,3,5,3,673,7,3,2581695486.0,0.0
1858,2024-01-01 18:51:34,2024-01-01 18:51:34,Waiting in queue unsettled,2024-01-01 15:40:46,166364214.1,5,0,7,0,673,5,0,1697498461.28,1555016912.88
135,2024-01-01 18:51:34,2024-01-01 18:51:34,Settling,2024-01-01 02:04:39,49085258.42,5,0,7,0,1135,5,0,1697498461.28,1555016912.88
2308,2024-01-01 18:51:34,2024-01-01 18:51:34,Settling,2024-01-01 18:49:41,49085258.42,7,3,5,3,1135,7,3,2581695486.0,0.0
2311,2024-01-01 18:51:42,2024-01-01 18:51:44,Validating,2024-01-01 18:51:42,73547783.32,3,4,7,4,347,3,4,6731623304.0,0.0
1950,2024-01-01 18:51:44,2024-01-01 18:51:46,Matching,2024-01-01 16:22:35,73547783.32,7,0,3,0,347,7,0,908925801.56,880714929.78
2311,2024-01-01 18:51:44,2024-01-01 18:51:46,Matching,2024-01-01 18:51:42,73547783.32,3,4,7,4,347,3,4,6731623304.0,0.0
1950,2024-01-01 18:51:46,2024-01-01 18:51:48,Checking balance and credit,2024-01-01 16:22:35,73547783.32,7,0,3,0,347,7,0,908925801.56,880714929.78
2311,2024-01-01 18:51:46,2024-01-01 18:51:48,Checking balance and credit,2024-01-01 18:51:42,73547783.32,3,4,7,4,347,3,4,6731623304.0,0.0
1950,2024-01-01 18:51:48,2024-01-01 18:51:50,Settling,2024-01-01 16:22:35,73547783.32,7,0,3,0,347,7,0,908925801.56,880714929.78
2311,2024-01-01 18:51:48,2024-01-01 18:51:50,Settling,2024-01-01 18:51:42,73547783.32,3,4,7,4,347,3,4,6731623304.0,0.0
711,2024-01-01 18:51:50,2024-01-01 18:51:52,Checking balance and credit,2024-01-01 05:51:13,93737945.77,7,2,3,2,1011,7,2,506751021.0,0.0
1848,2024-01-01 18:51:50,2024-01-01 18:51:52,Checking balance and credit,2024-01-01 15:33:09,93737945.77,3,0,7,0,1011,3,0,1195841093.11,425930683.98
711,2024-01-01 18:51:52,2024-01-01 18:51:52,Waiting in queue unsettled,2024-01-01 05:51:13,93737945.77,7,2,3,2,1011,7,2,506751021.0,0.0
1848,2024-01-01 18:51:52,2024-01-01 18:51:52,Waiting in queue unsettled,2024-01-01 15:33:09,93737945.77,3,0,7,0,1011,3,0,1195841093.11,425930683.98
2312,2024-01-01 18:52:59,2024-01-01 18:53:01,Validating,2024-01-01 18:52:59,47494394.47,3,1,2,1,1241,3,1,8549847312.0,0.0
714,2024-01-01 18:53:01,2024-01-01 18:53:03,Matching,2024-01-01 05:52:36,47494394.47,2,0,3,0,1241,2,0,1177670027.13,334479616.6
2312,2024-01-01 18:53:01,2024-01-01 18:53:03,Matching,2024-01-01 18:52:59,47494394.47,3,1,2,1,1241,3,1,8549847312.0,0.0
714,2024-01-01 18:53:03,2024-01-01 18:53:05,Checking balance and credit,2024-01-01 05:52:36,47494394.47,2,0,3,0,1241,2,0,1177670027.13,334479616.6
2312,2024-01-01 18:53:03,2024-01-01 18:53:05,Checking balance and credit,2024-01-01 18:52:59,47494394.47,3,1,2,1,1241,3,1,8549847312.0,0.0
714,2024-01-01 18:53:05,2024-01-01 18:53:07,Settling,2024-01-01 05:52:36,47494394.47,2,0,3,0,1241,2,0,1177670027.13,334479616.6
2312,2024-01-01 18:53:05,2024-01-01 18:53:07,Settling,2024-01-01 18:52:59,47494394.47,3,1,2,1,1241,3,1,8549847312.0,0.0
711,2024-01-01 18:53:07,2024-01-01 18:53:09,Checking balance and credit,2024-01-01 05:51:13,93737945.77,7,2,3,2,1011,7,2,506751021.0,0.0
1848,2024-01-01 18:53:07,2024-01-01 18:53:09,Checking balance and credit,2024-01-01 15:33:09,93737945.77,3,0,7,0,1011,3,0,1195841093.11,425930683.98
711,2024-01-01 18:53:09,2024-01-01 18:53:09,Waiting in queue unsettled,2024-01-01 05:51:13,93737945.77,7,2,3,2,1011,7,2,506751021.0,0.0
1848,2024-01-01 18:53:09,2024-01-01 18:53:09,Waiting in queue unsettled,2024-01-01 15:33:09,93737945.77,3,0,7,0,1011,3,0,1195841093.11,425930683.98
2313,2024-01-01 18:53:13,2024-01-01 18:53:15,Validating,2024-01-01 18:53:13,145327340.86,6,1,4,1,4,6,1,4127366543.0,0.0
1640,2024-01-01 18:53:15,2024-01-01 18:53:17,Matching,2024-01-01 13:50:39,145327340.86,4,0,6,0,4,4,0,1623321432.42,501595076.99
2313,2024-01-01 18:53:15,2024-01-01 18:53:17,Matching,2024-01-01 18:53:13,145327340.86,6,1,4,1,4,6,1,4127366543.0,0.0
1640,2024-01-01 18:53:17,2024-01-01 18:53:19,Checking balance and credit,2024-01-01 13:50:39,145327340.86,4,0,6,0,4,4,0,1623321432.42,501595076.99
2313,2024-01-01 18:53:17,2024-01-01 18:53:19,Checking balance and credit,2024-01-01 18:53:13,145327340.86,6,1,4,1,4,6,1,4127366543.0,0.0
1640,2024-01-01 18:53:19,2024-01-01 18:53:21,Settling,2024-01-01 13:50:39,145327340.86,4,0,6,0,4,4,0,1623321432.42,501595076.99
2313,2024-01-01 18:53:19,2024-01-01 18:53:21,Settling,2024-01-01 18:53:13,145327340.86,6,1,4,1,4,6,1,4127366543.0,0.0
2314,2024-01-01 18:53:21,2024-01-01 18:53:23,Validating,2024-01-01 18:53:21,22550133.77,5,0,7,0,755,5,0,1697498461.28,1555016912.88
1928,2024-01-01 18:53:21,2024-01-01 18:53:23,Checking balance and credit,2024-01-01 16:13:30,157006692.92,5,0,4,0,1246,5,0,1697498461.28,1555016912.88
2289,2024-01-01 18:53:21,2024-01-01 18:53:23,Checking balance and credit,2024-01-01 18:43:25,157006692.92,4,1,5,1,1246,4,1,6638220655.0,0.0
1928,2024-01-01 18:53:23,2024-01-01 18:53:23,Waiting in queue unsettled,2024-01-01 16:13:30,157006692.92,5,0,4,0,1246,5,0,1697498461.28,1555016912.88
2289,2024-01-01 18:53:23,2024-01-01 18:53:23,Waiting in queue unsettled,2024-01-01 18:43:25,157006692.92,4,1,5,1,1246,4,1,6638220655.0,0.0
344,2024-01-01 18:53:23,2024-01-01 18:53:25,Matching,2024-01-01 03:09:36,22550133.77,7,2,5,2,755,7,2,506751021.0,0.0
2314,2024-01-01 18:53:23,2024-01-01 18:53:25,Matching,2024-01-01 18:53:21,22550133.77,5,0,7,0,755,5,0,1697498461.28,1555016912.88
2315,2024-01-01 18:53:25,2024-01-01 18:53:27,Validating,2024-01-01 18:53:25,90423299.06,3,0,8,0,687,3,0,1195841093.11,425930683.98
2315,2024-01-01 18:53:27,2024-01-01 18:53:27,Waiting in queue unmatched,2024-01-01 18:53:25,90423299.06,3,0,8,0,687,3,0,1195841093.11,425930683.98
344,2024-01-01 18:53:25,2024-01-01 18:53:27,Checking balance and credit,2024-01-01 03:09:36,22550133.77,7,2,5,2,755,7,2,506751021.0,0.0
2314,2024-01-01 18:53:25,2024-01-01 18:53:27,Checking balance and credit,2024-01-01 18:53:21,22550133.77,5,0,7,0,755,5,0,1697498461.28,1555016912.88
344,2024-01-01 18:53:27,2024-01-01 18:53:29,Settling,2024-01-01 03:09:36,22550133.77,7,2,5,2,755,7,2,506751021.0,0.0
2314,2024-01-01 18:53:27,2024-01-01 18:53:29,Settling,2024-01-01 18:53:21,22550133.77,5,0,7,0,755,5,0,1697498461.28,1555016912.88
2316,2024-01-01 18:53:48,2024-01-01 18:53:50,Validating,2024-01-01 18:53:48,45777902.29,3,0,5,0,867,3,0,1195841093.11,425930683.98
813,2024-01-01 18:53:50,2024-01-01 18:53:52,Matching,2024-01-01 06:47:42,45777902.29,5,4,3,4,867,5,4,3505929897.0,0.0
2316,2024-01-01 18:53:50,2024-01-01 18:53:52,Matching,2024-01-01 18:53:48,45777902.29,3,0,5,0,867,3,0,1195841093.11,425930683.98
813,2024-01-01 18:53:52,2024-01-01 18:53:54,Checking balance and credit,2024-01-01 06:47:42,45777902.29,5,4,3,4,867,5,4,3505929897.0,0.0
2316,2024-01-01 18:53:52,2024-01-01 18:53:54,Checking balance and credit,2024-01-01 18:53:48,45777902.29,3,0,5,0,867,3,0,1195841093.11,425930683.98
2317,2024-01-01 18:53:53,2024-01-01 18:53:55,Validating,2024-01-01 18:53:53,69913558.88,1,0,2,0,1066,1,0,1345216711.35,855892148.96
813,2024-01-01 18:53:54,2024-01-01 18:53:56,Settling,2024-01-01 06:47:42,45777902.29,5,4,3,4,867,5,4,3505929897.0,0.0
2316,2024-01-01 18:53:54,2024-01-01 18:53:56,Settling,2024-01-01 18:53:48,45777902.29,3,0,5,0,867,3,0,1195841093.11,425930683.98
327,2024-01-01 18:53:55,2024-01-01 18:53:57,Matching,2024-01-01 03:03:10,69913558.88,2,1,1,1,1066,2,1,7922723790.0,0.0
2317,2024-01-01 18:53:55,2024-01-01 18:53:57,Matching,2024-01-01 18:53:53,69913558.88,1,0,2,0,1066,1,0,1345216711.35,855892148.96
1141,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 09:26:13,167436024.43,3,4,5,4,548,3,4,6731623304.0,0.0
1929,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 16:13:45,167436024.43,5,0,3,0,548,5,0,1697498461.28,1555016912.88
2085,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 17:32:45,141052040.06,3,4,5,4,540,3,4,6731623304.0,0.0
2221,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 18:18:37,141052040.06,5,0,3,0,540,5,0,1697498461.28,1555016912.88
1623,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 13:43:03,164463798.61,3,4,5,4,243,3,4,6731623304.0,0.0
2285,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 18:41:37,164463798.61,5,0,3,0,243,5,0,1697498461.28,1555016912.88
868,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 07:21:06,144130391.52,5,0,7,0,901,5,0,1697498461.28,1555016912.88
1217,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 10:03:45,144130391.52,7,2,5,2,901,7,2,506751021.0,0.0
366,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 03:15:55,99902790.11,7,2,5,2,771,7,2,506751021.0,0.0
1476,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 12:29:09,99902790.11,5,0,7,0,771,5,0,1697498461.28,1555016912.88
1472,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 12:26:35,142328108.27,5,0,7,0,377,5,0,1697498461.28,1555016912.88
1597,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 13:26:57,142328108.27,7,2,5,2,377,7,2,506751021.0,0.0
1189,2024-01-01 18:53:56,2024-01-01 18:53:58,Checking balance and credit,2024-01-01 09:49:52,103964265.14,7,2,5,2,279,7,2,506751021.0,0.0
